,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
333,7.0,73%,Paul Bickel,Paul Bickel,What initially seems to be a portrait of suburban domestic life quickly turns into a disturbing journey through a young boy's troubled pathology and ultimately ends as a poignant story of a broken family and lost innocence.,9m,Hollow
334,5.6,--,J. August Richards,J. August Richards,,19m,Privacy Policy
335,4.0,--,Lisa Acrond,Lisa AcrondDarren L. Bailey,"A woman who has spent the greater part of her childhood in church consuming principles of purity, begins to question her religious upbringing when she meets a devilishly handsome gent.",14m,Forbidden
336,6.9,--,Anders Habenicht,Maria Karlsson,"A girl is attacked and raped in a park. A few minutes later on her way to work, Tyra walks by the crime scene and finds a ringing cellphone. It is the rapist who wants his phone back. Meanwhile, the victim lies unconscious in the hospital while the police has no clue who the perpetrator is and Tyra is about to be his next victim.",10m,Signaler
337,--,53%,Antoine Kerninon,Antoine Kerninon,A twisted tale of cause and effect.,23m,One Way
338,7.2,--,Philipp Osthus,Matthias Tuchmann,,20m,Der Mungo
339,--,--,Espérance Pham Thai Lan,Espérance Pham Thai Lan,Add a plot,9m,Hasards et destin
340,6.0,--,Pieter Kuijpers,Pieter Kuijpers,"For Rose, who's 12 years old, things go bump in the night: are they real or a dream, benign or evil? After a halfhearted attempt to find a babysitter, Rachel and Paul go off to a party leaving Rose in her own care in a remote and rambling old house. She goes to bed after checking house and garden with her flashlight and not succeeding in finding her pet. When the fron... Read all",16m,Darkling
341,7.0,--,Matthijs van Heijningen Jr.,Matthijs van Heijningen Jr.,"Suspense film from the ""Cine 100"" series about a deserted motel, a woman with a broken-down car, a shower curtain and a knife.",13m,Red Rain
342,--,89%,Ryan Smith,Ryan Smith,,10m,Ordinary People
343,6.4,--,Paulina Castellanos,Paulina Castellanos,,5m,Una muerte menor
344,7.2,86%,Chris LavisMaciek Szczerbowski,Chris LavisMaciek Szczerbowski,"Exhausted and profoundly melancholic, anachronistic Madame Tutli-Putli wants to board a train. And, surrounded by a lifetime's worth of personal belongings, she waits patiently. Is she running away from her past?",17m,Madame Tutli-Putli
345,5.6,--,Adam Wingard,E.L. KatzAdam Wingard,"Samantha, Lydia, Isabella, and Lisa. These four young women are about to learn that humanity is just an irrelevant flame burning nowhere in the vastness of space. Their dreams will be shattered and one man will marvel at the evil he has committed.",6m,1000 Year Sleep
346,7.7,--,Tom Laskowski,Wendy KeithTom Laskowski,"Veiled in a back lit silhouette, his voice altered, a young man nervously tells his story: Tony is fond of his girlfriend, getting high, and playing on the internet.",29m,A Patriot Act
347,--,--,James Hunter,James Hunter,A young man struggles with the responsibility of a crime he didn't commit.,8m,Struggle
348,--,--,Kristjan Knigge,Kristjan KniggeCarianne van Raak,,6m,Room 303
349,--,--,Ruben Maria Soriquez,Ruben Maria Soriquez,"A young single Asian immigrant, celebrates her birthday alone going for a walk in the woods during a colorful autumn, to find out that somebody is following her.",6m,Autumn Harvest
350,--,--,Titika Stamouli,Titika Stamouli,"A young mathematician meets a man online who peaks her interest in logarithmic exercises. All seems innocent until the logarithms appear to be hiding something sinister in their codes, revealing the man's true intentions.",12m,Logarithm
351,7.4,--,Kyle B. Thompson,Kyle B. Thompson,"Set during the 1930's, a young woman is haunted by the spirits that live within her room.",--,Shadow of a Candle
352,8.6,--,Laura Black,Laura Black,"A lonely, bored housewife gets in over her head in a game with a mysterious woman. When boundaries get crossed, consequences ensue.",29m,The Rules
353,8.5,19%,Jennifer Harrington,Jennifer Harrington,,13m,Cargo
354,--,--,--,--,--,--,--
355,6.2,17%,Barry L. Caldwell,Mark Garbett,"When Carol looks into a mirror -- any mirror -- she sees images that horrify and repulse her. She's not a Medium, she's not a Ghost Whisperer, she's a frightened young woman on the edge of madness. Will the handsome stranger who offers to help turn out to be her salvation, or her final vision of terror?",16m,Reflections
356,6.2,--,C. Alec Rossel,C. Alec Rossel,"Set in the neo-noir/future-noir world of ""the city,"" SERVED COLD is the story of Hank Grey, a man with a lot of irons in the fire, and haunted by a tragedy that took him to the end of his rope and beyond. A Faustian bargain, lust, betrayal, prophecy, hit men, crime bosses, and a whole bunch of twists. Hank is on a path for revenge, and we all know revenge is is a dish... Read all",7m,Served Cold
357,--,--,Michael January,Michael January,,--,Game of Chance
358,--,--,Juan Francisco Pérez Villalba,Juan Francisco Pérez Villalba,"Carlos apparently is in the best moment of his life. But everything changes one day when, arriving at his apartment, he sees that an unknown man enters and leaves his apartment with a weapon.",19m,Un Hombre Desconocido
359,--,--,Eugene Akiwumi,Eugene Akiwumi,,--,The Ladder
360,6.9,--,Rodney Altman,Rodney AltmanEmma HealdStephen King,Add a plot,17m,Umney's Last Case
361,5.1,--,Jonas Govaerts,Jonas GovaertsLaura Hird,A woman steals then tortures to death a cat for revenge on another woman.,12m,Of Cats & Women
362,--,--,Shane Carr,Shane Carr,"Boyd & Natalie live a peaceful life, albeit at times dishonest. Boyd's past has always remained a secret, until one night his history catches up with him.",--,The Truth About Heroes
363,--,--,Alla Volkova,Aline Conti,Adrian is an antiques collector. One day he purchases a dresser and finds a lock of golden hair hidden in one of the panels. He starts imagining a woman it might have belonged to.,17m,La Chevelure
364,6.0,--,Nikos Pastras,Nikos Pastras,A woman finds herself lost wandering in the streets. She remembers nothing. She reaches a hotel. The mystery has begun.An old film reminds her of something. Does she know this hotel? Has she ever been there? Who are these twin men? The things which happen accidentally. Everything is connected. May be not. The confidence in strangers. People's deep darkness. The death ... Read all,15m,Theremin
365,7.5,--,Nick Thiel,CJ JohnsonNick Thiel,Two strangers try to survive in a small house from an alien attack.,18m,Creepers
366,--,--,Warren Tessler,Warren Tessler,A covert agent in a church ruled police-state must decide between allegiance to the cross or fleeing with the woman who is the subject of his investigation.,11m,Church and State
367,7.5,--,John Hsu,Duff Chung-Pu HsiaoJohn Hsu,A live action comedic mystery about an Internet forum's hacker attack.,26m,Ni ming you xi
368,--,--,Jessica M. Thompson,Jessica M. Thompson,Add a plot,7m,Percepio
369,--,--,Juan Pérez,Juan Pérez,,2m,La última Pieza
370,--,--,Felipe Neira Barros,Boris A. Hinojo,,14m,Separación
371,--,--,Mandy Whiley,Mandy Whiley,"Nadia despises the woman her father is going to marry, convinced that she is after the money left by her late mother, but... Who is telling the truth? Who is deceiving who?",14m,Perfect Mate
372,--,--,Carlos Villén,Joaquín EspañaDavid DíazCarlos Villén,Add a plot,10m,¿Juegas?
373,6.3,--,Bruno Renat,Reuben Rox,"Scary tales featuring bloodthirsty supernatural forces, a séance gone wrong and bloodthirsty psycho killers.",8m,Chubby Killer
374,8.2,--,Mervyn Cumming,Bill RutledgeFrank Williams,"When a man is found murdered along a cliff-top, a local family begin to suspect one another when they provide false alibis to the police.",15m,Murder by Appointment
375,--,--,Mike B. Lawson,Mike B. Lawson,"Rising star actor Danny Wolfman just received his first starring role, but there's a catch - it's to play a serial killer. As Danny dives head first into the role, he pushes himself farther and farther away from reality.",14m,A Character Study
376,--,--,Danny Chandia,Diego CervantesRusty MeyersSean Morelli,A young man trying to escape the mistakes of his past is followed closely by two FBI agents.,--,Digging Up Demons
377,--,--,Juan Francisco Pérez Villalba,John Reyes CalderónJuan Francisco Pérez Villalba,A blackjack game that goes wrong.,--,Las Cartas
378,--,--,Alexander N,Alexander N,A man has been involved in a game he either won't survive or won't finish sane.,--,The Game Has Begun
379,--,--,FJ García,FJ GarcíaPaula LombarteBeatriz M. de Lara,Add a plot,11m,La copa envenenada
380,6.7,--,Sacha Bennett,Sacha Bennett,"In a lawless outpost in 17th Century England, the people have ceased to be God-fearing but learn to fear the Devil instead.",11m,Devilwood
381,7.6,--,Nash Edgerton,Nash EdgertonDavid Michôd,A young man tries to make things right again in his relationship after he and his girlfriend get in a fight.,9m,Spider
382,6.5,--,Anthony Forrest,Josh MannJim Roof,"A story that centers around one man and his relationships, and shows how fear and paranoia not only threaten everything he has, but lead to an unexpected breaking point.",15m,Distrust
383,5.2,61%,David Woods,David Woods,A crime novelist employs dark methods to cure himself of a crippling case of writer's block.,5m,Small Crimes
384,--,--,Maciej Sznabel,Marcin JazynskiMaciej Sznabel,,--,Uncle
385,--,--,Chema de la Fuente,Mark Rein-HagenChema de la FuenteJuan Pérez,,1m,Nocturnos
386,7.1,--,Richard Khouri,George C. Bujold,"An American journalist travels to the remote and lawless deserts of Central America to shoot a documentary investigating child trafficking, but is intercepted by forces that do not want his message to be heard.",15m,Trafficking
387,7.8,--,Natalia Andreadis,Annelie Widholm,"A woman is trapped in a room with a vicious doberman watching her every move. As she struggles to break free, her captor will be revealed.",4m,Without
388,--,--,Benjamin Southwell,Benjamin Southwell,"To save his Uncle and protect the land from bloody revenge a young suburbanised aboriginal man, must re-imprison a powerful warrior spirit from the dreamtime.",10m,Dead Creek
389,6.9,--,Doug Mallette,Doug Mallette,A lonely TV addict finds his co-star.,7m,Beautiful as You Are
390,--,--,--,--,--,9m,Disappearance
391,--,--,Brad CaseShane Taraschke,Brad CaseStephen CorronShane Taraschke,"During a trip home, Mike and Jill must resort to stopping at a whole-in-the-wall auto repair shop when their truck begins to make strange noises. Things turn sour for the couple when their bible thumping repairman decides he must take it upon himself to cleanse their souls of sin. This is one auto repair shop where the service offered is truly killer.",14m,Pipe Wrench
392,6.1,--,Joern Utkilen,Joern Utkilen,Add a plot,14m,Little Red Hoodie
393,--,--,Jolen Shan,Jolen Shan,"By the Tsin Dynasty writers - Zhang Hua's book, Shou-Gong was used to control a method of female chastity in ancient China. A widowed father tries to ensure his daughter's virginity, by using the cinnabar drop stain - Shou-Gong. Which the father has placed on daughter's arm will disappear if she loses her virginity. When a young man comes into her life, she must choos... Read all",11m,The Green Willow
394,--,--,C. Edward StewartEmily Schooley,C. Edward StewartEmily SchooleyKeith Kerswill,A group of partiers win tickets to a rave where nothing is as it seems. A deadly mistake on their parts.,10m,The Ticket
395,--,--,Juan Pérez,José Luis BorauRaúl CamareroMaría Eugenia López,Helena is missing. This research will lead to a more complicated problem that no one will understand.,4m,Helena
396,7.2,68%,Jason Impey,Jason Impey,"Follows Faye as she struggles to break free and escape her kidnapper Robert, but why has he kidnapped her, what dark secrets does she have, and what price will it cost her to get away from Robert and her past once and for all?",40m,Tormented
397,--,--,Juan José Cea Escobar,Juan José Cea Escobar,,--,La Réponse
398,--,--,Erik Cafiero,Erik Cafiero,,--,Flesheaters
399,--,--,Aaron Tyson,Phillip DageDaniel Hurwitz-GoodmanAaron Tyson,"Before the age of Twilight, there was Vampires vs Slayers: a 30 minute horror fantasy film directed by a young (12 year-old) Aaron Tyson. A jailed vampire (Phillip Dage) escapes from prison and eludes the captivity of investigators (Daniel Hurwitz-Goodman & Morgan Walker). A Detective, Vilius Kalanauskas and accomplished vampire slayer (Aaron Tyson) join forces to sto... Read all",--,Vampires vs Slayers
400,--,--,Pepper Cross,Pepper Cross,"Two detectives in Spirit Lake, Washington think they have closed the case on serial killer investigation... think again.",6m,Mystified
401,--,--,Faith Selby,Faith Selby,A British spy returns to Berlin just before the end of the Cold War to prevent the women he loves becoming embroiled in an international seditious act.,13m,Cold Truths
402,--,60%,Michael B. Fisher,Michael B. Fisher,"A man released from prison is shadowed by a figure from his past, forcing him to question whether he can ever be free.",7m,Backwater
403,--,--,Inx B. Incubury,Inx B. Incubury,"An eccentric filmmaker has made a film that creates a neurologically triggered abortion its pregnant viewers! Upon great public upheaval, the filmmaker is detained and ordered to face the women who have knowingly committed aborticide via his film.",15m,Babykiller
404,--,--,Adam Lyons,Cary WanRachel Young,"An interesting, artistic rendition of the story we've all heard as kids, Little Miss Muffet for Adults tells the story in a slightly risque and thrilling style. This short horror film reveals the true side of Little Miss Muffet that the fairytale never showed you.",2m,Little Miss Muffet for Adults
405,--,--,Ansel Faraj,Ansel Faraj,What would happen if the sun were to disappear from the sky?,11m,The Darkened World
406,--,--,Chris Alimenti,Chris Alimenti,,6m,The Stranger
407,--,--,Roberto Leoni,Cristiana BiniRoberto Leoni,"Piraña is a ruthless drug dealer who the police are unable to stop and who the city (with its roads, streetlamps, cemetery and city bus service) one night decides to punish with a long and terrible nightmare.",--,Terminal
408,6.0,--,Alexander Pfeuffer,Alexander Pfeuffer,"After the death of his father, Paul (18) meets Dresen (60), who also suffered a loss. The two of them spend the night together. But their suppressed mourning turns into aggression. The situation is about to escalate.",22m,Hinterbliebene
409,4.6,--,Daniel Reininghaus,Daniel Reininghaus,The Morales' brothers invite their next door neighbors over for dinner but dinner turns out to be a spiraling nightmare for the Roger's family.,28m,Eyes Beyond
410,8.6,--,Dan Asenlund,Dan Asenlund,"A man wakes up the next evening after a heavy night of drinking, a pair of mysterious sunglasses by his side. Putting them on, a reality different from his own unfolds. He is soon seeing himself in the hunt for a killer, while dark secrets about what really happened the night before his discovery are revealed.",19m,Shades of Darkness
411,7.3,100%,Beate Antares,Randy Ryan,Sex Slavery has never been addressed in any judicial cases regarding SS crimes.,7m,Joy Division
412,8.7,--,Johnny Fraser,Johnny FraserPaul Ghiglieri,"In the superficial world of LA, where people are traded as commodities, Carson Riley has managed to stay afloat as an attractive house cleaner for wealthy clients in the Hollywood Hills while selling their secrets to the paparazzi. When his list of regulars begins to dwindle, Carson starts dipping one too many times into the same well, causing the market for his servi... Read all",15m,Voro
413,--,--,Marcus Carlos Liberski,Marcus Carlos Liberski,"This short experiments with the way information is delivered and tries to explore the fact that humans always tries to put meaning into symbols. We begin with a door, and then the sound of knocking. a woman passes the camera without opening the door, and we are taken on a dolly trip around an apartment to unravel a mystery. We see two wine glasses, a suitcase, a phone... Read all",2m,Bang Bang
414,8.1,--,Pascal Trottier,Mike JonesPascal Trottier,"After saving a mysterious girl who cries valuable pearls, a man resorts to drastic means to reunite with his family.",15m,The Girl Who Cried Pearls
415,5.0,--,Robert Luke,Robert Luke,"Erin is being stalked and haunted by her boyfriend, Daniel who died in college and has followed her ever since as a ghost. Now she's starting to date again and he doesn't like that one bit. As he turns his attention to haunting her new boyfriend, she reveals that she can hear him and see him the entire time, but finds out the price of falling in love with the dead may... Read all",19m,Nonexistent
416,--,--,Gaurav Shukla,Gaurav Shukla,"It's about Doctor Sujoy, who is in the phase between death and rebirth, on the journey to hell. Looking back at the sins he has done all his life.",22m,Vulture
417,--,--,Blake Feldman,Kama BeasleyBlake Feldman,"When a veteran female prison guard trains a cocky new recruit, a normal shift abruptly spirals out of control, forcing the veteran guard to defend her life and freedom to maintain order. The new recruit quickly learns that a day behind barbed wire is about respect!",8m,Behind Barbed Wire
418,9.3,--,Hans Montelius,Hans Montelius,"In this Oedipal psychological comedy, a psychologist tries to heal the relationship between a mother and a son with some very unconventional methods.",16m,Mammas Pojke
419,--,--,Peter Marshall Smith,Michael MaggianoPeter Marshall Smith,"Two thieves, in love with money and the same woman, clip Vegas with a sophisticated system of button cameras, wireless transmitters, and listening devices. They take the casino for enough to incur its wrath and become the targets of revenge, even among each other.",16m,Honor Among Thieves
420,6.8,82%,Jennifer Kent,Jennifer Kent,"A mother battles with her son's fear of a monster lurking in the closet, but soon discovers a sinister presence all around her.",10m,Monster
421,--,--,Franz Indra,Franz Indra,Add a plot,5m,Geschlossene Gesellschaft
422,--,--,Clayton LyndseyVincent Turner,Vincent Turner,If you had your chance at revenge would you take it?,11m,BitterSweet
423,2.6,--,Mykola Yeriomin,Mykola Yeriomin,Surreal scenes about chess and murder.,8m,Party or A Woodpecker on the Concrete Column
424,--,--,Greg Van Cott,Blake HillbournMonte LightGreg Van Cott,"A myopic, high-minded businessman receives four telemarketer phone calls and one fateful door-to-door visit, all pertaining to life insurance.",6m,Let's Talk
425,7.4,--,Jason Bognacki,Aline BognackiJason Bognacki,"A thrilling tale of love and jealousy, takes a supernatural turn when a crime of passion and greed becomes an inescapable nightmare.",4m,The White Face
426,8.7,--,Bartek Rainski,Pietro FreddiBartek Rainski,A man breaks into an apartment in New York City. While robbing the place he discovers something that will change his life forever.,27m,Objects in Mirror Are Closer Than They Appear
427,8.2,--,John Robinson Irwin,John Robinson Irwin,"Told through the eyes of a young journalist named Maya, who has inadvertently gotten captured into a human trafficking ring while doing an investigative article on the treatment of illegal immigrants in America.",13m,Sold
428,6.9,67%,Paul Ward,Stephen KingPaul Ward,"Stranded in a snowstorm, a man wanders into Jerusalem's Lot-- unaware of the town's vampiric past in this chilling adaptation of Stephen King's short story/epilogue to his master work 'Salem's Lot'.",22m,One for the Road
429,5.3,--,Carlos Conceição,Carlos Conceição,"You can think of swimming pools, shinny wet grass, maybe heat and sex. There is no subway, no train station. You take three buses if you don't have a car. You can live well there. Probably nothing else comes to mind.",20m,"Hell, or Pool Keeping"
430,6.5,--,Peter Szewczyk,Peter Szewczyk,"A young girl, creative and idealistic, dreams of brighter days in a forgotten Eastern European city. Her fate is inextricably sealed when she crosses paths with a scheming, and enigmatic old woman, who harbors a dark secret.",9m,ColourBleed
431,7.0,--,Erik Rosenlund,Erik Rosenlund,"As the world transforms, you're the last one to find out.",15m,Out of Erasers
432,7.9,--,Dimi Nakov,Tonci Pivac,"A man with a shotgun holds five patrons hostage in a café and plays a sick and twisted game of live or die with each person. He asks the patrons one by one three questions, to survive they must answer all three correctly.",19m,Playmates
433,5.6,94%,Alyssa Lundgren,Sabrina HendersonKatrina Ann VolonninoRich Zvosec,"A student film inspired by the short story by Charlotte Perkins Gilman, The Yellow Wallpaper is the story of a woman who is placed in isolation to recover from a 'condition'. Over time she begins to observe something transform in the strange looking wallpaper. It is ambiguous whether her 'condition' or the isolation is the cause of her eventual descent into madness. E... Read all",22m,The Yellow Wallpaper
434,8.4,--,Dan Asenlund,Dan Asenlund,"A scientific experiment gone wrong has produced three copies of Jonas Rydell, a young man residing in a wintry Stockholm suburb. Each copy thinks he is Jonas, sharing his instincts. Unless Jonas manages to kill them all, he will age twice as fast and be prone to twice the amount of diseases for each copy still out there. As Jonas enters his girlfriend's apartment, he ... Read all",15m,Four Degrees of Jonas Rydell
435,7.8,--,Shailla Quadra,Shailla Quadra,A quirky dark comedy about before behind the scenes in Hollywood.,10m,Brad Fitt Will Be Mine
436,--,--,Randall Okita,Randall Okita,"No Contract is a visceral video that combines elements of performance, sculptural cinema and documentary to explore themes of urgency, isolation and escape, as well as the notions of torment and renewal, desire and destruction.",7m,No Contract
437,6.6,--,Stuart Elliott,Stuart Elliott,An 11 year old girl struggles to save herself as her world is suddenly torn apart by a deadly virus.,12m,Saved
438,7.2,--,Donatello Della Pepa,Donatello Della PepaLuca Ruocco,A wild beast is killing people around the streets of Rome. Two twins seem to be related to the murders.,25m,Versipellis
439,5.7,--,Dario Argento,Roberto Gorla,Add a plot,1m,AIMA: Vicolo cieco
440,--,--,Stuart Ashen,Stuart Ashen,"A young man named Hugh has a proposal for his girl Sheila, an unexpected one...",2m,Tales of the Unexpected: The Proposal
441,--,--,James Stiles,James Stiles,,--,Trailer Trash
442,7.9,--,Petros Fitsialos,Petros Fitsialos,Karma unfolds on four drug addicted college students that cause problems on campus.,19m,Good Day LA
443,--,--,Adriaen Valéry Burgis,--,Add a plot,--,Mimikry: Upside Down
444,--,17%,Mitch Blummer,Mitch Blummer,"A woman is mysteriously affected to the point of euphoria by her dream, this sensation infects her close friend in a very different way....",10m,Reflections
445,--,56%,--,--,--,30m,Viral
446,--,--,Alexandre Carrière,Alexandre Carrière,"Found to be not criminally responsible for the murder of his son due to a mental disorder, Luc Trottier is assassinated upon his release from the psychiatric hospital. Detective Thierry Brodeur is torn by the idea of proving the main suspects guilt. Malgré le fait qu'il ait avoué son crime, Luc Trottier est jugé non criminellement responsable de la mort de son fils p... Read all",13m,Monstres
447,6.8,93%,Davide Carta,Davide Carta,"The father of the Atomic bomb retreats to his bedroom the night following the bombing of Hiroshima. Confounded by the day events, Robert J. Oppenheimer is left to contemplate the cause and consequence of his creation.",7m,Oppenheimer
448,--,--,Ashley CozineBrendon FogleArthur Rains-McNally,Jared BattagliaGeorgia MenidesSofia Rybin,A high school science class hiking trip must reunite 10 years later to stop the end of the world.,2m,Look Up in the Sky
449,--,61%,Rikki Beadle Blair,Rikki Beadle Blair,"In the afterlife a group of teen suicides are tasked with being spirit guides to help other suicides die peacefully. Then one day, they rebel...",29m,Alive
450,--,--,Oleguer Homs,Oleguer Homs,"Five members of a sect are awaiting the arrival of a new member. As they do every year, they'll put their lives on the line by playing Russian roulette. Six players, one bullet.",8m,Samuel Colt
451,--,--,Donna 'Chipmunk' McCusker,Donna 'Chipmunk' McCusker,"PLAY DOLL explores the chilling reality of domestic abuse behind the doors of a seemingly perfect family at Christmas time. The daughter's wish for a doll, with whom to share her deepest secrets, drives the plot of this artistically twisted thriller themed around denial. Also featured in the dynamics of PLAY DOLL is a warm but alarming introduction to the new cartoon,... Read all",11m,Play Doll
452,7.9,--,Todd L. Green,Todd L. Green,"Gina, an attractive and successful young woman, has an extremely embarrassing social problem. And neither Doctor Carter nor her date, Thomas, are making things any easier.",10m,After the Thunder
453,5.5,--,Ira Mallory,Ira Mallory,An activist and his friends become unlikely heroes in the rescue of a child trapped inside of the woods with a racist kidnapper. Blood in the Woods explores the discussion of the neglected plight of missing black children.,25m,Blood in the Woods
454,5.7,20%,Fantina Carvajal,Charles Hall,"After totaling his car, a hotel worker is left with puzzling questions about the cause of the crash and his surprising lack of injuries.",12m,Zipper
455,7.4,43%,Ethan Clarke,Ethan Clarke,"Three passengers who awake on a train which none of them remember boarding. Drifters is an effort tell a story while pushing the use of split screen to a point where the viewer's attention is tested but not lost. The film presents the dimensions, 16 X 9 as three things, the boundaries of an imagined reality, the window to an alternate world and the portal to that worl... Read all",9m,Drifters
456,9.1,33%,Trevor Smith,Ty HungerfordTrevor Smith,"Two Police Detectives are door knocking in an area close to the suspected abduction of a fifteen year old girl. When Detective Christine Ambrose comes face to face with David Jennings, her instincts sense something is wrong.",17m,Freshwater
457,7.1,--,Gerard Lough,Gerard Lough,"In the near future, a surveillance expert takes on an assignment that may prove to be his downfall.",27m,Ninety Seconds
458,6.7,--,Nathaniel Lindsay,Nathaniel Lindsay,"In the summer of 1980, a successful yuppie faces an existential crisis when a nosferatic ghoul joins his social circle and undermines his social status.",15m,Green Eyed
459,--,--,Brendan Bishop,Brendan Bishop,A beautiful woman knocks on the door. She asks to come in to get away from a stalker. Would you let her in?,--,The Stalker
460,--,--,Sharon Hankins,Ryan Murphy,Add a plot,6m,The Undressed Mind
461,--,--,Robert Stock,Malachy Murray,Add a plot,23m,Red Right Wrong
462,--,--,Charles Peterson,Jose Rosete,"From controversial filmmaker Charles Peterson, comes an innovative short film that can only be told in split screen.",16m,Schism
463,8.4,--,Timothy Zwica,Timothy Zwica,A rancher must fight to survive when a swarm of over-sized flesh-eating bees escapes from a beekeeper who depends on their honey to keep her diner in business.,31m,The Nest
464,9.7,--,Justin Slosky,Justin Slosky,"Mr. K is a very special male escort who recreates himself, 'Vertigo'-style, into his wealthy female clients' lost lovers. In his heart, however, he remains faithful to his own lost love, who was kidnapped as a teenager and who he has dedicated his life to finding.",20m,Mr. K
465,--,--,Eric Chavez,Eric ChavezBenjamin A. Onyango,A student is murdered on a hiking trip to devil's mountain.,22m,Curse of Devil's Mountain
466,7.1,--,Calum MacDiarmid,Alexei Slater,A postman lets us into his dark world in quiet suburbia.,6m,82
467,--,--,Renata Green-Gaber,Barry Katz,"A young girl volunteers to wait at a neighbors house for a repairman, but soon finds herself immersed in a series of bizarre and life threatening events.",14m,Grave Behavior
468,--,--,Gene K. Kim,Gene K. Kim,"In the distant future, two rival ballerinas face off at a final audition that takes a turn for the unexpected.",5m,Fighting Spirits
469,--,--,Daniele Misischia,Cristiano CiccottiDaniele Misischia,"Giovanni is a young writer who must return to the old village where he grew up to attend the funeral of his uncle, died in mysterious circumstances. An ancient evil awaits him.",3m,Twelve
470,--,--,Christina Adia Wang,Christina Adia Wang,"What insult could warrant death? In this fantastic retelling of Edgar Allan Poe's tale, public humiliation and loss of innocence have grave consequences.",14m,Amontillado
471,6.8,87%,Guclu Aydogdu,Guclu Aydogdu,"Round of a deadly game played by a family of four, where no one has ever existed or ever will...",3m,Hunger
472,7.1,--,Josh Tanner,Josh TannerJade van der Lei,A man returns to the Midwestern farm of his childhood on a desperate mission to unearth the horrifying truth of what landed there in the summer of 1960.,18m,The Landing
473,6.8,--,Julia Walter,Julia Walter,When Lisa applies for a job everything seems to be turning out pretty well. Until the boss Marie starts asking strange questions and the job interview turns out to be a little different than expected,10m,Job Interview
474,--,--,Olivier Guerpillon,Olivier Guerpillon,"Sara has once been harassed by a man, which still has deep consequences on her everyday life.",11m,Fruktan
475,6.7,--,Tyler MagerAmerico Siller,Tyler MagerAmerico Siller,"During a public break up, a troubled couple helps a mysterious woman into her home where things are not quite what they appear to be.",7m,Witch
476,8.6,--,Ulisses Da Motta,Roger MonteiroUlisses Da Motta,"Kassandra is a mute girl with psychiatric problems. She lives isolated in a huge apartment and is constantly disturbed by the shade of a scary huge man, who nobody believes to be real.",24m,Kassandra
477,6.2,--,Michael Chance,Michael Chance,A soldier with a mechanical suit must defeat Nazis before they spread a virus.,22m,Project Arbiter
478,7.0,--,Julian Cohn,Julian Cohn,"One day the young priest enters the confessional, not knowing that this confession is going to change everything. Who is that strange old man in the neighbor cabin? And why is he telling that story?",22m,Abbitte eines Mörders
479,--,--,Anil Altinyay,Anil Altinyay,,22m,Doorbell
480,--,--,Matt Purdy,Matt Purdy,"A bound and gagged woman is taken to a basement in a house by her captor. There, she discovers she is not the only prisoner, and she realizes her life is in danger.",12m,Captive
481,--,--,--,--,--,27m,Canvas of Blood
482,--,--,Marc-Andre Miron,Jessica LeightonMarc-Andre Miron,"Wealthy and successful, Jonah, has spent the past decade happily married. When work forces his wife to leave town on their anniversary, he spends the day reliving special moments from their relationship. But not all memories from his past are good. A former employee returns to seek revenge when he is at his most vulnerable.",11m,Goodbye
483,8.6,--,Dominic DeJoseph,Dominic DeJosephJared Warner,A couple on a no-tech camping trip finds an otherworldly device that sends their relationship into a tailspin.,10m,Turn It Off
484,--,65%,LaJuan Mo Johnson,LaJuan Mo Johnson,The film takes place in Spain during the 1970s. During a time where Christianity was not accepted and people get killed for their beliefs in the Christian faith.,12m,Martyrs
485,6.0,--,River Ensslin,River Ensslin,A disturbed young man struggles with an overwhelming urge to violate a little girl.,7m,Pedestrian
486,7.1,73%,Kaz Firpo,Kaz Firpo,"Child's Play is a coming of age tale about bullies, revenge, and growing up in Generation Rx. It tells the story of Nicolas, a quiet boy pushed to the limit by a pair of older bullies. One part adolescent love story and one part cautionary tale, the film is a look at the cruelty of children, and the cost of revenge. An NYU Thesis film about growing up fast.",9m,Child's Play
487,--,--,Esh Gunturu,Esh Gunturu,"A tale about undying love, undying hatred, dying humanity and the costs involved to keep up.",34m,Back Up
488,6.0,--,Lance R. Marshall,Lance R. Marshall,The lonely lives of a brother and sister living in a remote country home are interrupted when a friend of the brothers stops by for a one night stay. The three lives intertwine in a way that changes them forever as they battle the demon that lives deep in Oklahoma.,34m,The Demon Deep in Oklahoma
489,--,--,Ruben Pallan,Ruben Pallan,,--,The Girl in the Woods
490,6.8,59%,Rose McGowan,M.A. FortinJoshua John Miller,Dawn is a quiet teen-ager who longs for something or someone to free her from her sheltered life.,17m,Dawn
491,8.2,1%,John E Seymore,Graves BatesMark Hensley,"A Child Psychologist has been called to the home of a young girl, because she refuses to come out of hiding. When the girl begins a dialogue with the psychologist, he quickly realizes the situation is not at all as it seems- and this precocious girl may be the one with all the answers.",12m,Alone in the Dark
492,6.8,--,Brett Sørem,Sunah Bilsted,A dark comedy about how a life can be ruined in 140 characters.,11m,#twitterkills
493,--,100%,Ricardo Jackson,Erick Murph,"After an unassuming guy witnesses a murder first hand, a string of strange events start to take place that makes him question whether the violent crime was an unfortunate act of coincidence or fate.",26m,Astraea
494,--,--,Steven Griffin,Steven Griffin,A young woman is caught in a terrifying hunting game by a pack of insane individuals all being manipulated by something much more sinister.,30m,Omega
